Datetime,Price
26-Feb-19,3896.8
25-Feb-19,3921.8
24-Feb-19,3832
23-Feb-19,4211.7
22-Feb-19,4058.3
21-Feb-19,4008.8
20-Feb-19,4055
19-Feb-19,3989.9
18-Feb-19,3978.1
17-Feb-19,3734.5
16-Feb-19,3676.4
15-Feb-19,3670
14-Feb-19,3656.7
13-Feb-19,3666.1
12-Feb-19,3694.2
11-Feb-19,3681.1
10-Feb-19,3746.3
9-Feb-19,3718.4
8-Feb-19,3724
7-Feb-19,3436.1
6-Feb-19,3452
5-Feb-19,3512.6
4-Feb-19,3490.5
3-Feb-19,3501.7
2-Feb-19,3564.3
1-Feb-19,3536.2
31-Jan-19,3501.1
30-Jan-19,3529.6
29-Jan-19,3477.9
28-Jan-19,3501.9
27-Jan-19,3597.1
26-Jan-19,3630.7
25-Jan-19,3628.9
24-Jan-19,3652.6
23-Jan-19,3619.9
22-Jan-19,3639.1
21-Jan-19,3579.4
20-Jan-19,3586.1
19-Jan-19,3760
18-Jan-19,3675.7
17-Jan-19,3723
16-Jan-19,3671.2
15-Jan-19,3656.5
14-Jan-19,3749.3
13-Jan-19,3591
12-Jan-19,3702
11-Jan-19,3716.1
10-Jan-19,3712.8
9-Jan-19,4083.2
8-Jan-19,4100
7-Jan-19,4113.9
6-Jan-19,4171.5
5-Jan-19,3911
4-Jan-19,3954.9
3-Jan-19,3923.2
2-Jan-19,4048.5
1-Jan-19,3963
31-Dec-18,3830.5
30-Dec-18,3978.3
29-Dec-18,3887
28-Dec-18,4036.7
27-Dec-18,3714.7
26-Dec-18,3929.8
25-Dec-18,3909.7
24-Dec-18,4145.2
23-Dec-18,4075.7
22-Dec-18,4135
21-Dec-18,3976.1
20-Dec-18,4214.5
19-Dec-18,3810
18-Dec-18,3780.1
17-Dec-18,3625.1
16-Dec-18,3299.9
15-Dec-18,3285.1
14-Dec-18,3282.8
13-Dec-18,3354.4
12-Dec-18,3535.6
11-Dec-18,3435.3
10-Dec-18,3524.9
9-Dec-18,3639.6
8-Dec-18,3506
7-Dec-18,3460
6-Dec-18,3531.3
5-Dec-18,3765.3
4-Dec-18,3981.9
3-Dec-18,3901.2
2-Dec-18,4159.7
1-Dec-18,4243
30-Nov-18,4038.3
29-Nov-18,4312.9
28-Nov-18,4306.3
27-Nov-18,3884.4
26-Nov-18,3858
25-Nov-18,4087.8
24-Nov-18,3929.8
23-Nov-18,4422.7
22-Nov-18,4392.4
21-Nov-18,4666.6
20-Nov-18,4600.1
19-Nov-18,4938.1
18-Nov-18,5659.4
17-Nov-18,5626.7
16-Nov-18,5660.5
15-Nov-18,5753.4
14-Nov-18,5884.6
13-Nov-18,6464.4
12-Nov-18,6446.9
11-Nov-18,6450
10-Nov-18,6431.1
9-Nov-18,6420.2
8-Nov-18,6479.6
7-Nov-18,6572.7
6-Nov-18,6515.2
5-Nov-18,6470.1
4-Nov-18,6485.2
3-Nov-18,6387.9
2-Nov-18,6426.9
1-Nov-18,6399.7
31-Oct-18,6368.4
30-Oct-18,6330.1
29-Oct-18,6344
28-Oct-18,6490.1
27-Oct-18,6500.2
26-Oct-18,6531.5
25-Oct-18,6528.1
24-Oct-18,6554.1
23-Oct-18,6550
22-Oct-18,6567.2
21-Oct-18,6591.6
20-Oct-18,6586.7
19-Oct-18,6527.3
18-Oct-18,6613
17-Oct-18,6737.1
16-Oct-18,6754.1
15-Oct-18,6742
14-Oct-18,6335.2
13-Oct-18,6326.5
12-Oct-18,6293.2
11-Oct-18,6252
10-Oct-18,6630.2
9-Oct-18,6663
8-Oct-18,6673.2
7-Oct-18,6601
6-Oct-18,6592
5-Oct-18,6644.7
4-Oct-18,6580.1
3-Oct-18,6503.2
2-Oct-18,6533.3
1-Oct-18,6601.9
30-Sep-18,6618.1
29-Sep-18,6604.6
28-Sep-18,6635.1
27-Sep-18,6692.5
26-Sep-18,6462.4
25-Sep-18,6434.7
24-Sep-18,6585
23-Sep-18,6710
22-Sep-18,6723
21-Sep-18,6762.7
20-Sep-18,6500.5
19-Sep-18,6390.9
18-Sep-18,6342.8
17-Sep-18,6254.2
16-Sep-18,6498.5
15-Sep-18,6513.6
14-Sep-18,6485
13-Sep-18,6475.6
12-Sep-18,6332
11-Sep-18,6290.8
10-Sep-18,6308
9-Sep-18,6239.9
8-Sep-18,6185
7-Sep-18,6404.1
6-Sep-18,6515.6
5-Sep-18,6710.5
4-Sep-18,7358.9
3-Sep-18,7268
2-Sep-18,7290.4
1-Sep-18,7197.5
31-Aug-18,7025.9
30-Aug-18,6994.7
29-Aug-18,7045.7
28-Aug-18,7079.7
27-Aug-18,6909.5
26-Aug-18,6708.4
25-Aug-18,6732.9
24-Aug-18,6695.9
23-Aug-18,6527.2
22-Aug-18,6354.9
21-Aug-18,6479.1
20-Aug-18,6255.9
19-Aug-18,6485.1
18-Aug-18,6391.2
17-Aug-18,6583.3
16-Aug-18,6314
15-Aug-18,6270.1
14-Aug-18,6189
13-Aug-18,6251.9
12-Aug-18,6313.9
11-Aug-18,6232.7
10-Aug-18,6146.8
9-Aug-18,6529.1
8-Aug-18,6279.2
7-Aug-18,6720.5
6-Aug-18,6941.3
5-Aug-18,7025.8
4-Aug-18,7013.2
3-Aug-18,7420
2-Aug-18,7535.2
1-Aug-18,7608.8
31-Jul-18,7730.6
30-Jul-18,8179.6
29-Jul-18,8221
28-Jul-18,8246.4
27-Jul-18,8185.7
26-Jul-18,7939
25-Jul-18,8176
24-Jul-18,8394.5
23-Jul-18,7719.8
22-Jul-18,7400.5
21-Jul-18,7403.3
20-Jul-18,7333.1
19-Jul-18,7473.5
18-Jul-18,7379.4
17-Jul-18,7319.8
16-Jul-18,6729.2
15-Jul-18,6347.2
14-Jul-18,6250.1
13-Jul-18,6220
12-Jul-18,6249
11-Jul-18,6377.8
10-Jul-18,6301.5
9-Jul-18,6666.7
8-Jul-18,6707
7-Jul-18,6761.7
6-Jul-18,6602.1
5-Jul-18,6540.2
4-Jul-18,6590
3-Jul-18,6500
2-Jul-18,6581.3
1-Jul-18,6349.7
30-Jun-18,6391.5
29-Jun-18,6208.1
28-Jun-18,5850
27-Jun-18,6133.1
26-Jun-18,6078.5
25-Jun-18,6246.6
24-Jun-18,6148
23-Jun-18,6152
22-Jun-18,6042.6
21-Jun-18,6713.5
20-Jun-18,6760.4
19-Jun-18,6737.5
18-Jun-18,6709.2
17-Jun-18,6435.7
16-Jun-18,6485.9
15-Jun-18,6385
14-Jun-18,6633.7
13-Jun-18,6295.2
12-Jun-18,6543.9
11-Jun-18,6873.3
10-Jun-18,6757.3
9-Jun-18,7498.6
8-Jun-18,7615.1
7-Jun-18,7688.9
6-Jun-18,7654
5-Jun-18,7621.7
4-Jun-18,7488.3
3-Jun-18,7718
2-Jun-18,7638.1
1-Jun-18,7521
31-May-18,7485.8
30-May-18,7375.1
29-May-18,7460
28-May-18,7097.9
27-May-18,7339.7
26-May-18,7330.3
25-May-18,7458
24-May-18,7576.7
23-May-18,7494.8
22-May-18,7977.3
21-May-18,8393.4
20-May-18,8523.7
19-May-18,8232.3
18-May-18,8239
17-May-18,8051.8
16-May-18,8336.1
15-May-18,8467.5
14-May-18,8670.8
13-May-18,8683.6
12-May-18,8462.7
11-May-18,8412.4
10-May-18,9018.7
9-May-18,9318.2
8-May-18,9184.7
7-May-18,9370
6-May-18,9658.7
5-May-18,9859.6
4-May-18,9702.8
3-May-18,9762.1
2-May-18,9236.4
1-May-18,9067
30-Apr-18,9240
29-Apr-18,9398.6
28-Apr-18,9345.3
27-Apr-18,8920.1
26-Apr-18,9279.3
25-Apr-18,8878.4
24-Apr-18,9644.4
23-Apr-18,8940
22-Apr-18,8800
21-Apr-18,8919.1
20-Apr-18,8866.1
19-Apr-18,8272.8
18-Apr-18,8166.3
17-Apr-18,7889.9
16-Apr-18,8056.2
15-Apr-18,8354.1
14-Apr-18,8002.9
13-Apr-18,7885.8
12-Apr-18,7912
11-Apr-18,6943.1
10-Apr-18,6839.3
9-Apr-18,6764.6
8-Apr-18,7023.9
7-Apr-18,6892.6
6-Apr-18,6610.2
5-Apr-18,6765
4-Apr-18,6785.9
3-Apr-18,7405.6
2-Apr-18,7052.7
1-Apr-18,6810
31-Mar-18,6925.3
30-Mar-18,6840.4
29-Mar-18,7094
28-Mar-18,7936.1
27-Mar-18,7784.5
26-Mar-18,8119.1
25-Mar-18,8445.1
24-Mar-18,8535
23-Mar-18,8908
22-Mar-18,8706.4
21-Mar-18,8900.1
20-Mar-18,8899.7
19-Mar-18,8600.1
18-Mar-18,8200.2
17-Mar-18,7851
16-Mar-18,8251
15-Mar-18,8252.9
14-Mar-18,8186.6
13-Mar-18,9135
12-Mar-18,9121
11-Mar-18,9528
10-Mar-18,8762
9-Mar-18,9217
8-Mar-18,9300
7-Mar-18,9902.9
6-Mar-18,10720
5-Mar-18,11416
4-Mar-18,11501
3-Mar-18,11440
2-Mar-18,11025
1-Mar-18,10925
28-Feb-18,10315
27-Feb-18,10569
26-Feb-18,10321
25-Feb-18,9557.4
24-Feb-18,9666.3
23-Feb-18,10145
22-Feb-18,9830
21-Feb-18,10455
20-Feb-18,11218
19-Feb-18,11173
18-Feb-18,10372
17-Feb-18,11053.5
16-Feb-18,10162
15-Feb-18,9996.9
14-Feb-18,9455.4
13-Feb-18,8515.9
12-Feb-18,8900.6
11-Feb-18,8069
10-Feb-18,8563.1
9-Feb-18,8683.2
8-Feb-18,8235.1
7-Feb-18,7587
6-Feb-18,7673.8
5-Feb-18,6949.9
4-Feb-18,8200
3-Feb-18,9219.4
2-Feb-18,8895.8
1-Feb-18,9181.1
31-Jan-18,10284
30-Jan-18,10175
29-Jan-18,11212
28-Jan-18,11839
27-Jan-18,11461
26-Jan-18,11070
25-Jan-18,11146
24-Jan-18,11414
23-Jan-18,10819
22-Jan-18,10771
21-Jan-18,11514
20-Jan-18,12728
19-Jan-18,11476
18-Jan-18,11045
17-Jan-18,11082
16-Jan-18,11072
15-Jan-18,13575
14-Jan-18,13558
13-Jan-18,14191
12-Jan-18,13783
11-Jan-18,13266
10-Jan-18,14896
9-Jan-18,14423
8-Jan-18,14930
7-Jan-18,16196
6-Jan-18,17161
5-Jan-18,16917
4-Jan-18,15160
3-Jan-18,15155
2-Jan-18,14709.8
1-Jan-18,13354
31-Dec-17,13800
30-Dec-17,12377
29-Dec-17,14317
28-Dec-17,14315
27-Dec-17,15374
26-Dec-17,15679
25-Dec-17,13623
24-Dec-17,13476
23-Dec-17,14035
22-Dec-17,13170
21-Dec-17,15666.8
20-Dec-17,16425
19-Dec-17,17345
18-Dec-17,18934
17-Dec-17,18971
16-Dec-17,19187
15-Dec-17,17522
14-Dec-17,16383
13-Dec-17,16181
12-Dec-17,16967
11-Dec-17,16754
10-Dec-17,14997
9-Dec-17,14660
8-Dec-17,15869
7-Dec-17,16601
6-Dec-17,13527
5-Dec-17,11595
4-Dec-17,11595
3-Dec-17,11157
2-Dec-17,10881
1-Dec-17,10869
30-Nov-17,9907
29-Nov-17,9749.4
28-Nov-17,9898
27-Nov-17,9728.8
26-Nov-17,9316
25-Nov-17,8766.2
24-Nov-17,8191.6
23-Nov-17,7977.1
22-Nov-17,8230.1
21-Nov-17,8097.3
20-Nov-17,8245.1
19-Nov-17,8054.2
18-Nov-17,7773.3
17-Nov-17,7677.9
16-Nov-17,7864.2
15-Nov-17,7278.3
14-Nov-17,6579.2
13-Nov-17,6474.6
12-Nov-17,5822.1
11-Nov-17,6300.7
10-Nov-17,6542.2
9-Nov-17,7126.2
8-Nov-17,7442.4
7-Nov-17,7103.3
6-Nov-17,6955
5-Nov-17,7382
4-Nov-17,7369
3-Nov-17,7278.4
2-Nov-17,7019.9
1-Nov-17,6727.3
31-Oct-17,6458.3
30-Oct-17,6125.3
29-Oct-17,6156
28-Oct-17,5720.6
27-Oct-17,5759.6
26-Oct-17,5890
25-Oct-17,5720
24-Oct-17,5509.5
23-Oct-17,5906.9
22-Oct-17,5980.5
21-Oct-17,6005.1
20-Oct-17,5984.5
19-Oct-17,5694
18-Oct-17,5565
17-Oct-17,5597.1
16-Oct-17,5764.4
15-Oct-17,5698.6
14-Oct-17,5835
13-Oct-17,5636.8
12-Oct-17,5428.5
11-Oct-17,4824.9
10-Oct-17,4777
9-Oct-17,4782.3
8-Oct-17,4613.1
7-Oct-17,4436
6-Oct-17,4371
5-Oct-17,4315.4
4-Oct-17,4215.1
3-Oct-17,4311.1
2-Oct-17,4400.1
1-Oct-17,4404.3
30-Sep-17,4367
29-Sep-17,4169.9
28-Sep-17,4190
27-Sep-17,4205.4
26-Sep-17,3879.1
25-Sep-17,3930
24-Sep-17,3652.8
23-Sep-17,3779.6
22-Sep-17,3598.5
21-Sep-17,3603.4
20-Sep-17,3873.2
19-Sep-17,3900
18-Sep-17,4084.1
17-Sep-17,3666.3
16-Sep-17,3685.4
15-Sep-17,3698
14-Sep-17,3238.1
13-Sep-17,3849.7
12-Sep-17,4142.9
11-Sep-17,4203
10-Sep-17,4232.1
9-Sep-17,4317.9
8-Sep-17,4305.8
7-Sep-17,4613.5
6-Sep-17,4589.1
5-Sep-17,4374.9
4-Sep-17,4200.4
3-Sep-17,4595
2-Sep-17,4534.4
1-Sep-17,4904.9
31-Aug-17,4718.2
30-Aug-17,4569
29-Aug-17,4587.1
28-Aug-17,4383.8
27-Aug-17,4331.8
26-Aug-17,4341.7
25-Aug-17,4351.5
24-Aug-17,4325.2
23-Aug-17,4129.1
22-Aug-17,4074
21-Aug-17,4002.5
20-Aug-17,4064.3
19-Aug-17,4145.1
18-Aug-17,4090.2
17-Aug-17,4260
16-Aug-17,4386.3
15-Aug-17,4151.9
14-Aug-17,4319.5
13-Aug-17,4053.3
12-Aug-17,3865.5
11-Aug-17,3644.1
10-Aug-17,3407.9
9-Aug-17,3339.9
8-Aug-17,3415
7-Aug-17,3396.7
6-Aug-17,3227.9
5-Aug-17,3256.4
4-Aug-17,2860
3-Aug-17,2790.3
2-Aug-17,2702
1-Aug-17,2731.2
31-Jul-17,2856
30-Jul-17,2749
29-Jul-17,2714.1
28-Jul-17,2784.8
27-Jul-17,2664.9
26-Jul-17,2525.7
25-Jul-17,2560.9
24-Jul-17,2769.7
23-Jul-17,2747.5
22-Jul-17,2845.7
21-Jul-17,2664
20-Jul-17,2856.3
19-Jul-17,2253.1
18-Jul-17,2302.1
17-Jul-17,2219
16-Jul-17,1924.9
15-Jul-17,1978.6
14-Jul-17,2205.1
13-Jul-17,2329
12-Jul-17,2374.4
11-Jul-17,2282.1
10-Jul-17,2318.3
9-Jul-17,2478
8-Jul-17,2542
7-Jul-17,2479.3
6-Jul-17,2593.1
5-Jul-17,2598.5
4-Jul-17,2582.6
3-Jul-17,2524
2-Jul-17,2445
1-Jul-17,2349.5
30-Jun-17,2420.7
29-Jun-17,2470.1
28-Jun-17,2518.2
27-Jun-17,2521.2
26-Jun-17,2394.6
25-Jun-17,2477.7
24-Jun-17,2502.6
23-Jun-17,2674.9
22-Jun-17,2672.8
21-Jun-17,2621.2
20-Jun-17,2712.2
19-Jun-17,2580.8
18-Jun-17,2491.5
17-Jun-17,2610
16-Jun-17,2437
15-Jun-17,2377.4
14-Jun-17,2395
13-Jun-17,2676.4
12-Jun-17,2571.8
11-Jun-17,2936.3
10-Jun-17,2806
9-Jun-17,2809
8-Jun-17,2782.1
7-Jun-17,2642.6
6-Jun-17,2843.6
5-Jun-17,2636.2
4-Jun-17,2488.2
3-Jun-17,2461
2-Jun-17,2405.9
1-Jun-17,2311.6
31-May-17,2191.8
30-May-17,2146.7
29-May-17,2207.4
28-May-17,2056.6
27-May-17,1972.3
26-May-17,2127.3
25-May-17,2252
24-May-17,2394.8
23-May-17,2249.3
22-May-17,2085.5
21-May-17,2029.2
20-May-17,2059.7
19-May-17,1966.5
18-May-17,1941.5
17-May-17,1870
16-May-17,1785.7
15-May-17,1772.5
14-May-17,1828.1
13-May-17,1820.4
12-May-17,1735
11-May-17,1853.9
10-May-17,1796.8
9-May-17,1760
8-May-17,1703.2
7-May-17,1619.9
6-May-17,1597.1
5-May-17,1545.1
4-May-17,1607.1
3-May-17,1617.8
2-May-17,1560
1-May-17,1533.1
30-Apr-17,1435.2
29-Apr-17,1423.6
28-Apr-17,1415.6
27-Apr-17,1440.3
26-Apr-17,1399.3
25-Apr-17,1370.3
24-Apr-17,1345
23-Apr-17,1355.2
22-Apr-17,1347.5
21-Apr-17,1325.6
20-Apr-17,1308.4
19-Apr-17,1260.5
18-Apr-17,1265.4
17-Apr-17,1240
16-Apr-17,1212
15-Apr-17,1193.3
14-Apr-17,1206.8
13-Apr-17,1187
12-Apr-17,1227.4
11-Apr-17,1235.6
10-Apr-17,1220.3
9-Apr-17,1215.9
8-Apr-17,1188.1
7-Apr-17,1196.6
6-Apr-17,1191.5
5-Apr-17,1140.6
4-Apr-17,1145
3-Apr-17,1150.2
2-Apr-17,1107.6
1-Apr-17,1093.2
31-Mar-17,1081.7
30-Mar-17,1041
29-Mar-17,1041.8
28-Mar-17,1044.7
27-Mar-17,1042.7
26-Mar-17,969
25-Mar-17,972.2
24-Mar-17,943.1
23-Mar-17,1033
22-Mar-17,1039.1
21-Mar-17,1115
20-Mar-17,1039
19-Mar-17,1016.1
18-Mar-17,971
17-Mar-17,1068.4
16-Mar-17,1169
15-Mar-17,1256.1
14-Mar-17,1245
13-Mar-17,1238.5
12-Mar-17,1225.2
11-Mar-17,1172.8
10-Mar-17,1113.6
9-Mar-17,1190.4
8-Mar-17,1149.3
7-Mar-17,1232.4
6-Mar-17,1279.3
5-Mar-17,1278.4
4-Mar-17,1267.8
3-Mar-17,1288.2
2-Mar-17,1262.3
1-Mar-17,1232.8
28-Feb-17,1189.1
27-Feb-17,1195.5
26-Feb-17,1178.3
25-Feb-17,1153
24-Feb-17,1185.1
23-Feb-17,1190.9
22-Feb-17,1125.3
21-Feb-17,1129.6
20-Feb-17,1091.2
19-Feb-17,1056.2
18-Feb-17,1059.8
17-Feb-17,1056.2
16-Feb-17,1038.4
15-Feb-17,1013.8
14-Feb-17,1013.7
13-Feb-17,996.5
12-Feb-17,996
11-Feb-17,1000.3
10-Feb-17,992
9-Feb-17,985
8-Feb-17,1048.8
7-Feb-17,1052.1
6-Feb-17,1022.6
5-Feb-17,1006.6
4-Feb-17,1031.1
3-Feb-17,1015.7
2-Feb-17,1005.7
1-Feb-17,983.7
31-Jan-17,966.2
30-Jan-17,917.4
29-Jan-17,912.6
28-Jan-17,919.4
27-Jan-17,916.7
26-Jan-17,915.1
25-Jan-17,893.3
24-Jan-17,886.1
23-Jan-17,910
22-Jan-17,923.7
21-Jan-17,924
20-Jan-17,896
19-Jan-17,900.3
18-Jan-17,887.8
17-Jan-17,904
16-Jan-17,830.1
15-Jan-17,820.7
14-Jan-17,815.3
13-Jan-17,828.1
12-Jan-17,804.6
11-Jan-17,778.6
10-Jan-17,905.8
9-Jan-17,903
8-Jan-17,915.9
7-Jan-17,908.8
6-Jan-17,898
5-Jan-17,1003.2
4-Jan-17,1139.6
3-Jan-17,1037.5
2-Jan-17,1019.3
1-Jan-17,999
31-Dec-16,966.6
30-Dec-16,959.3
29-Dec-16,972.6
28-Dec-16,981.7
27-Dec-16,936.3
26-Dec-16,906.4
25-Dec-16,898
24-Dec-16,895.2
23-Dec-16,919
22-Dec-16,859.2
21-Dec-16,830
20-Dec-16,798
19-Dec-16,790.6
18-Dec-16,790.2
17-Dec-16,791
16-Dec-16,784.2
15-Dec-16,777.4
14-Dec-16,774.5
13-Dec-16,775
12-Dec-16,778
11-Dec-16,770.2
10-Dec-16,772.9
9-Dec-16,770.5
8-Dec-16,765
7-Dec-16,765
6-Dec-16,757.4
5-Dec-16,750.6
4-Dec-16,768.5
3-Dec-16,765.3
2-Dec-16,774.9
1-Dec-16,755.4
30-Nov-16,739
29-Nov-16,731
28-Nov-16,731.5
27-Nov-16,725
26-Nov-16,731.2
25-Nov-16,740.4
24-Nov-16,737.7
23-Nov-16,742
22-Nov-16,750
21-Nov-16,739
20-Nov-16,729.7
19-Nov-16,752.9
18-Nov-16,754
17-Nov-16,740.7
16-Nov-16,745
15-Nov-16,712.2
14-Nov-16,707.4
13-Nov-16,708.1
12-Nov-16,703.8
11-Nov-16,714.8
10-Nov-16,714.9
9-Nov-16,723.8
8-Nov-16,714
7-Nov-16,707.8
6-Nov-16,713
5-Nov-16,708.4
4-Nov-16,708.4
3-Nov-16,690.1
2-Nov-16,737.9
1-Nov-16,734.2
31-Oct-16,704.1
30-Oct-16,702.5
29-Oct-16,714.5
28-Oct-16,693.5
27-Oct-16,688.7
26-Oct-16,678.7
25-Oct-16,659.5
24-Oct-16,654.7
23-Oct-16,659
22-Oct-16,665
21-Oct-16,636.7
20-Oct-16,632.5
19-Oct-16,631.8
18-Oct-16,638.8
17-Oct-16,639.8
16-Oct-16,644.2
15-Oct-16,640.2
14-Oct-16,643
13-Oct-16,637
12-Oct-16,637.6
11-Oct-16,641.7
10-Oct-16,618.9
9-Oct-16,616.6
8-Oct-16,620.5
7-Oct-16,620.1
6-Oct-16,613.5
5-Oct-16,614.1
4-Oct-16,611
3-Oct-16,612.6
2-Oct-16,609.1
1-Oct-16,614.1
30-Sep-16,611.1
29-Sep-16,604.6
28-Sep-16,603.8
27-Sep-16,605.5
26-Sep-16,609.1
25-Sep-16,600.4
24-Sep-16,602.5
23-Sep-16,603.3
22-Sep-16,597.1
21-Sep-16,597.4
20-Sep-16,600
19-Sep-16,609.8
18-Sep-16,613
17-Sep-16,607.7
16-Sep-16,610
15-Sep-16,611.8
14-Sep-16,613.9
13-Sep-16,614.2
12-Sep-16,611.6
11-Sep-16,612.1
10-Sep-16,628
9-Sep-16,626.3
8-Sep-16,631.7
7-Sep-16,619.8
6-Sep-16,615.2
5-Sep-16,611.5
4-Sep-16,614.5
3-Sep-16,609.9
2-Sep-16,579.8
1-Sep-16,572.7
31-Aug-16,576.2
30-Aug-16,579.5
29-Aug-16,574.8
28-Aug-16,574.2
27-Aug-16,568.5
26-Aug-16,578
25-Aug-16,577.2
24-Aug-16,580.3
23-Aug-16,583.5
22-Aug-16,588
21-Aug-16,581.4
20-Aug-16,582
19-Aug-16,573.5
18-Aug-16,572.2
17-Aug-16,571.8
16-Aug-16,574.2
15-Aug-16,564.6
14-Aug-16,569.4
13-Aug-16,583.7
12-Aug-16,585.5
11-Aug-16,591.3
10-Aug-16,590.3
9-Aug-16,604.1
8-Aug-16,604.1
7-Aug-16,604.1
6-Aug-16,604.1
5-Aug-16,604.1
4-Aug-16,604.1
3-Aug-16,604.1
2-Aug-16,604
1-Aug-16,608
31-Jul-16,623.7
30-Jul-16,655
29-Jul-16,658.3
28-Jul-16,656.4
27-Jul-16,654.5
26-Jul-16,648.5
25-Jul-16,654.2
24-Jul-16,661.8
23-Jul-16,654
22-Jul-16,648
21-Jul-16,665
20-Jul-16,665.8
19-Jul-16,675
18-Jul-16,674.3
17-Jul-16,683.2
16-Jul-16,665.3
15-Jul-16,665.5
14-Jul-16,659.8
13-Jul-16,653.7
12-Jul-16,667.2
11-Jul-16,648
10-Jul-16,649.7
9-Jul-16,648.1
8-Jul-16,664.8
7-Jul-16,640.5
6-Jul-16,677
5-Jul-16,667.8
4-Jul-16,681.3
3-Jul-16,659.3
2-Jul-16,705
1-Jul-16,674.8
30-Jun-16,674.7
29-Jun-16,639.7
28-Jun-16,646.3
27-Jun-16,662.2
26-Jun-16,627.4
25-Jun-16,664.9
24-Jun-16,666
23-Jun-16,625.8
22-Jun-16,606
21-Jun-16,668.9
20-Jun-16,743.9
19-Jun-16,767.3
18-Jun-16,757.6
17-Jun-16,748.7
16-Jun-16,769.5
15-Jun-16,696.9
14-Jun-16,684.5
13-Jun-16,705.9
12-Jun-16,671
11-Jun-16,614.5
10-Jun-16,580.1
9-Jun-16,575.5
8-Jun-16,583
7-Jun-16,576.9
6-Jun-16,585.2
5-Jun-16,574
4-Jun-16,572.7
3-Jun-16,570.9
2-Jun-16,538.8
1-Jun-16,536.8
31-May-16,530.7
30-May-16,532.9
29-May-16,531
28-May-16,527
27-May-16,472
26-May-16,454
25-May-16,449.1
24-May-16,445
23-May-16,443.7
22-May-16,437.5
21-May-16,440.8
20-May-16,441.6
19-May-16,435
18-May-16,453.5
17-May-16,453.2
16-May-16,453
15-May-16,457.9
14-May-16,455.8
13-May-16,455.8
12-May-16,455
11-May-16,452.3
10-May-16,450.7
9-May-16,461.6
8-May-16,459.9
7-May-16,460.2
6-May-16,461.2
5-May-16,448.4
4-May-16,447.4
3-May-16,450.4
2-May-16,443.7
1-May-16,451.1
30-Apr-16,446.6
29-Apr-16,455.3
28-Apr-16,450.5
27-Apr-16,445.1
26-Apr-16,468.1
25-Apr-16,461.8
24-Apr-16,463
23-Apr-16,453.7
22-Apr-16,447.8
21-Apr-16,452
20-Apr-16,444
19-Apr-16,437.8
18-Apr-16,430
17-Apr-16,428.5
16-Apr-16,432
15-Apr-16,431.5
14-Apr-16,426
13-Apr-16,424.8
12-Apr-16,426.6
11-Apr-16,423.7
10-Apr-16,421.3
9-Apr-16,418.5
8-Apr-16,418.5
7-Apr-16,422.3
6-Apr-16,422.6
5-Apr-16,423.8
4-Apr-16,420.5
3-Apr-16,420.6
2-Apr-16,420.3
1-Apr-16,417.6
31-Mar-16,416
30-Mar-16,413.2
29-Mar-16,415.8
28-Mar-16,424.1
27-Mar-16,427.4
26-Mar-16,416.7
25-Mar-16,416
24-Mar-16,415.3
23-Mar-16,418.1
22-Mar-16,417.7
21-Mar-16,411.9
20-Mar-16,411.3
19-Mar-16,408.4
18-Mar-16,407.7
17-Mar-16,418.8
16-Mar-16,417.3
15-Mar-16,415.5
14-Mar-16,416
13-Mar-16,411.8
12-Mar-16,410
11-Mar-16,420.5
10-Mar-16,416.5
9-Mar-16,412.9
8-Mar-16,411.4
7-Mar-16,412.7
6-Mar-16,403.9
5-Mar-16,397.4
4-Mar-16,408.8
3-Mar-16,420.6
2-Mar-16,422.2
1-Mar-16,434.8
29-Feb-16,439.2
28-Feb-16,434.5
27-Feb-16,434.2
26-Feb-16,435.3
25-Feb-16,424.9
24-Feb-16,426.4
23-Feb-16,421.1
22-Feb-16,440.3
21-Feb-16,440.5
20-Feb-16,438.7
19-Feb-16,420
18-Feb-16,421.5
17-Feb-16,414.9
16-Feb-16,407.3
15-Feb-16,399.9
14-Feb-16,408.3
13-Feb-16,393
12-Feb-16,383
11-Feb-16,378
10-Feb-16,380.9
9-Feb-16,374
8-Feb-16,370.5
7-Feb-16,372
6-Feb-16,373.8
5-Feb-16,386.5
4-Feb-16,389.8
3-Feb-16,369
2-Feb-16,372.9
1-Feb-16,371.4
31-Jan-16,365.5
30-Jan-16,377
29-Jan-16,377.6
28-Jan-16,378.4
27-Jan-16,395
26-Jan-16,391.3
25-Jan-16,391
24-Jan-16,402.8
23-Jan-16,385.6
22-Jan-16,381
21-Jan-16,411
20-Jan-16,419.4
19-Jan-16,379
18-Jan-16,387
17-Jan-16,382.1
16-Jan-16,388.4
15-Jan-16,358.9
14-Jan-16,429.3
13-Jan-16,431.1
12-Jan-16,432
11-Jan-16,449.3
10-Jan-16,449.4
9-Jan-16,449.2
8-Jan-16,454
7-Jan-16,459
6-Jan-16,428
5-Jan-16,431.8
4-Jan-16,432.9
3-Jan-16,428.7
2-Jan-16,432.7
1-Jan-16,434
31-Dec-15,429
30-Dec-15,424.7
29-Dec-15,431.9
28-Dec-15,420.2
27-Dec-15,422.4
26-Dec-15,416.5
25-Dec-15,455.5
24-Dec-15,456.1
23-Dec-15,442.6
22-Dec-15,435.6
21-Dec-15,437.9
20-Dec-15,442.6
19-Dec-15,462.5
18-Dec-15,463.5
17-Dec-15,455.8
16-Dec-15,455
15-Dec-15,466.5
