Datetime,Price
14-Dec-15,442.6
13-Dec-15,433
12-Dec-15,435.7
11-Dec-15,456.3
10-Dec-15,414.9
9-Dec-15,418.7
8-Dec-15,420.8
7-Dec-15,396.7
6-Dec-15,390.6
5-Dec-15,390
4-Dec-15,363.2
3-Dec-15,360.7
2-Dec-15,359.1
1-Dec-15,362.7
30-Nov-15,376.9
29-Nov-15,373.3
28-Nov-15,358.7
27-Nov-15,358.9
26-Nov-15,354
25-Nov-15,329.9
24-Nov-15,320.1
23-Nov-15,323.6
22-Nov-15,324.7
21-Nov-15,327.5
20-Nov-15,322.2
19-Nov-15,326.5
18-Nov-15,336
17-Nov-15,336.3
16-Nov-15,332.1
15-Nov-15,321.1
14-Nov-15,333.4
13-Nov-15,338.5
12-Nov-15,336.6
11-Nov-15,314
10-Nov-15,340.2
9-Nov-15,381
8-Nov-15,374
7-Nov-15,384.6
6-Nov-15,375.6
5-Nov-15,388
4-Nov-15,409.2
3-Nov-15,405.3
2-Nov-15,365
1-Nov-15,330.7
31-Oct-15,316
30-Oct-15,328.2
29-Oct-15,314.9
28-Oct-15,304.5
27-Oct-15,295.2
26-Oct-15,287.2
25-Oct-15,284.8
24-Oct-15,284.2
23-Oct-15,279.2
22-Oct-15,275.8
21-Oct-15,267.8
20-Oct-15,271
19-Oct-15,265
18-Oct-15,265
17-Oct-15,272.9
16-Oct-15,263.5
15-Oct-15,255.2
14-Oct-15,253.5
13-Oct-15,251.3
12-Oct-15,246.1
11-Oct-15,247.9
10-Oct-15,246
9-Oct-15,244.8
8-Oct-15,243
7-Oct-15,244.2
6-Oct-15,247.4
5-Oct-15,242
4-Oct-15,239.5
3-Oct-15,239.8
2-Oct-15,237.9
1-Oct-15,238.5
30-Sep-15,236.5
29-Sep-15,236.8
28-Sep-15,240.4
27-Sep-15,233.4
26-Sep-15,234.6
25-Sep-15,235.3
24-Sep-15,234.6
23-Sep-15,230.5
22-Sep-15,231.3
21-Sep-15,227.2
20-Sep-15,232.1
19-Sep-15,232.1
18-Sep-15,233.8
17-Sep-15,233.6
16-Sep-15,229
15-Sep-15,230.9
14-Sep-15,230.9
13-Sep-15,231
12-Sep-15,235.8
11-Sep-15,240.6
10-Sep-15,239.5
9-Sep-15,238.9
8-Sep-15,244.2
7-Sep-15,240.9
6-Sep-15,241
5-Sep-15,235.8
4-Sep-15,230.9
3-Sep-15,227.3
2-Sep-15,229.7
1-Sep-15,228.2
31-Aug-15,231.4
30-Aug-15,230
29-Aug-15,230.8
28-Aug-15,231.8
27-Aug-15,225.8
26-Aug-15,226.2
25-Aug-15,222.7
24-Aug-15,210.5
23-Aug-15,228.5
22-Aug-15,230.3
21-Aug-15,232.2
20-Aug-15,235.5
19-Aug-15,226.2
18-Aug-15,183
17-Aug-15,258.5
16-Aug-15,259.9
15-Aug-15,262.1
14-Aug-15,266.1
13-Aug-15,264.5
12-Aug-15,267.1
11-Aug-15,272
10-Aug-15,265.1
9-Aug-15,265.6
8-Aug-15,261.3
7-Aug-15,280.1
6-Aug-15,279.1
5-Aug-15,282.6
4-Aug-15,285.5
3-Aug-15,281.3
2-Aug-15,282.5
1-Aug-15,280.3
31-Jul-15,284.5
30-Jul-15,288.2
29-Jul-15,289.9
28-Jul-15,295.2
27-Jul-15,294.8
26-Jul-15,293
25-Jul-15,289.4
24-Jul-15,288.6
23-Jul-15,276.5
22-Jul-15,278
21-Jul-15,275.8
20-Jul-15,280.3
19-Jul-15,275
18-Jul-15,277.3
17-Jul-15,279.9
16-Jul-15,278.9
15-Jul-15,285.4
14-Jul-15,286.9
13-Jul-15,292.6
11-Jul-15,301.85
12-Jul-15,311.1
10-Jul-15,286.7
9-Jul-15,269.2
8-Jul-15,270.8
7-Jul-15,265.5
6-Jul-15,274.8
5-Jul-15,265.2
4-Jul-15,260.6
3-Jul-15,256
2-Jul-15,254.5
1-Jul-15,258.1
30-Jun-15,262.9
29-Jun-15,256.7
28-Jun-15,248.7
27-Jun-15,251.6
26-Jun-15,243.3
25-Jun-15,242.1
24-Jun-15,239.8
23-Jun-15,244.3
22-Jun-15,246.7
21-Jun-15,244.3
20-Jun-15,245.4
19-Jun-15,244.6
18-Jun-15,249.5
17-Jun-15,248.9
16-Jun-15,252.1
15-Jun-15,237
14-Jun-15,233.5
13-Jun-15,232.9
12-Jun-15,229.4
11-Jun-15,229.8
10-Jun-15,228.6
9-Jun-15,229.1
8-Jun-15,228.8
7-Jun-15,223.3
6-Jun-15,225.6
5-Jun-15,224.5
4-Jun-15,223.2
3-Jun-15,225.1
2-Jun-15,224.7
1-Jun-15,222
31-May-15,228.7
30-May-15,232.5
29-May-15,236.5
28-May-15,236.9
27-May-15,236.9
26-May-15,237.4
25-May-15,237.1
24-May-15,240.9
23-May-15,238.8
22-May-15,241
21-May-15,235.3
20-May-15,234.2
19-May-15,231.7
18-May-15,232.8
17-May-15,236.2
16-May-15,235.7
15-May-15,237.3
14-May-15,236.7
13-May-15,235.8
12-May-15,241.8
11-May-15,242.5
10-May-15,240.6
9-May-15,242.5
8-May-15,244.5
7-May-15,237.3
6-May-15,229.3
5-May-15,235.9
4-May-15,238.5
3-May-15,240.7
2-May-15,234.8
1-May-15,231.8
30-Apr-15,236.1
29-Apr-15,225.2
28-Apr-15,225.3
27-Apr-15,227.7
26-Apr-15,219.7
25-Apr-15,226.1
24-Apr-15,231.4
23-Apr-15,236
22-Apr-15,234.1
21-Apr-15,235.8
20-Apr-15,224.2
19-Apr-15,222.2
18-Apr-15,223.1
17-Apr-15,222.4
16-Apr-15,228.5
15-Apr-15,224
14-Apr-15,220.2
13-Apr-15,225
12-Apr-15,236.4
11-Apr-15,236.9
10-Apr-15,236.1
9-Apr-15,243.6
8-Apr-15,244.9
7-Apr-15,253.7
6-Apr-15,255.6
5-Apr-15,260.5
4-Apr-15,253.6
3-Apr-15,254.2
2-Apr-15,253.2
1-Apr-15,246.9
31-Mar-15,244.3
30-Mar-15,247.9
29-Mar-15,242.4
28-Mar-15,252.9
27-Mar-15,246.5
26-Mar-15,249.2
25-Mar-15,245.9
24-Mar-15,246
23-Mar-15,267.2
22-Mar-15,268.8
21-Mar-15,260.5
20-Mar-15,262.2
19-Mar-15,261.9
18-Mar-15,257.3
17-Mar-15,285.3
16-Mar-15,291.2
15-Mar-15,286.9
14-Mar-15,282.6
13-Mar-15,283.3
12-Mar-15,295.6
11-Mar-15,296.7
10-Mar-15,292.7
9-Mar-15,291
8-Mar-15,275.6
7-Mar-15,277
6-Mar-15,273.2
5-Mar-15,277.7
4-Mar-15,273.3
3-Mar-15,283.8
2-Mar-15,277.3
1-Mar-15,262.4
28-Feb-15,255.7
27-Feb-15,255
26-Feb-15,236.9
25-Feb-15,238
24-Feb-15,239.7
23-Feb-15,239.4
22-Feb-15,236.5
21-Feb-15,245.6
20-Feb-15,244.5
19-Feb-15,240.2
18-Feb-15,236.3
17-Feb-15,244
16-Feb-15,233.6
15-Feb-15,235.9
14-Feb-15,257.2
13-Feb-15,236.1
12-Feb-15,222.4
11-Feb-15,219.8
10-Feb-15,220.9
9-Feb-15,221.1
8-Feb-15,224
7-Feb-15,229
6-Feb-15,223.2
5-Feb-15,216.8
4-Feb-15,227.1
3-Feb-15,228.6
2-Feb-15,237.8
1-Feb-15,229
31-Jan-15,218.4
30-Jan-15,229.1
29-Jan-15,235
28-Jan-15,236.1
27-Jan-15,263.6
26-Jan-15,274.5
25-Jan-15,254.5
24-Jan-15,240
23-Jan-15,235
22-Jan-15,226.3
21-Jan-15,225.5
20-Jan-15,218
19-Jan-15,213.2
18-Jan-15,209.9
17-Jan-15,201.2
16-Jan-15,206.7
15-Jan-15,217.7
14-Jan-15,183.2
13-Jan-15,229.8
12-Jan-15,267.6
11-Jan-15,266.2
10-Jan-15,275
9-Jan-15,292.8
8-Jan-15,285.6
7-Jan-15,297
6-Jan-15,285.4
5-Jan-15,273.2
4-Jan-15,258.8
3-Jan-15,282
2-Jan-15,315.1
1-Jan-15,313.9
31-Dec-14,317
30-Dec-14,308.8
29-Dec-14,311.9
28-Dec-14,317.5
27-Dec-14,315.9
26-Dec-14,328.5
25-Dec-14,319
24-Dec-14,322.8
23-Dec-14,332.9
22-Dec-14,329
21-Dec-14,317.2
20-Dec-14,329.1
19-Dec-14,315.7
18-Dec-14,308.3
17-Dec-14,318.2
16-Dec-14,330.6
15-Dec-14,347.2
14-Dec-14,352.7
13-Dec-14,350.9
12-Dec-14,352.8
11-Dec-14,350
10-Dec-14,346.9
9-Dec-14,353.9
8-Dec-14,363.3
7-Dec-14,374.4
6-Dec-14,372.8
5-Dec-14,378.4
4-Dec-14,370.3
3-Dec-14,375.7
2-Dec-14,382
1-Dec-14,377.6
30-Nov-14,376.7
29-Nov-14,374.5
28-Nov-14,375.6
27-Nov-14,369.6
26-Nov-14,367.9
25-Nov-14,375.8
24-Nov-14,373.2
23-Nov-14,360.6
22-Nov-14,346.4
21-Nov-14,349.3
20-Nov-14,355.9
19-Nov-14,379.2
18-Nov-14,370
17-Nov-14,387.6
16-Nov-14,388.2
15-Nov-14,376.5
14-Nov-14,399.1
13-Nov-14,419.4
12-Nov-14,417.9
11-Nov-14,367
10-Nov-14,368
9-Nov-14,360
8-Nov-14,345
7-Nov-14,341.5
6-Nov-14,348.5
5-Nov-14,337.5
4-Nov-14,326.9
3-Nov-14,323.6
2-Nov-14,322.5
1-Nov-14,327.2
31-Oct-14,337
30-Oct-14,343.9
29-Oct-14,333.2
28-Oct-14,353.1
27-Oct-14,350.6
26-Oct-14,350
25-Oct-14,347.4
24-Oct-14,356.1
23-Oct-14,356
22-Oct-14,380
21-Oct-14,382.8
20-Oct-14,381
19-Oct-14,386.3
18-Oct-14,390
17-Oct-14,380.3
16-Oct-14,379.3
15-Oct-14,393.5
14-Oct-14,397.9
13-Oct-14,383.4
12-Oct-14,372
11-Oct-14,361.3
10-Oct-14,359.5
9-Oct-14,363.5
8-Oct-14,350
7-Oct-14,331
6-Oct-14,323.8
5-Oct-14,322.5
4-Oct-14,328.7
3-Oct-14,357.7
2-Oct-14,371.7
1-Oct-14,383
30-Sep-14,387.1
29-Sep-14,369.6
28-Sep-14,374.7
27-Sep-14,397.3
26-Sep-14,403
25-Sep-14,409.1
24-Sep-14,420.4
23-Sep-14,429.1
22-Sep-14,397.7
21-Sep-14,400.7
20-Sep-14,411.6
19-Sep-14,395.3
18-Sep-14,427.2
17-Sep-14,456.8
16-Sep-14,465.1
15-Sep-14,469.9
14-Sep-14,476.5
13-Sep-14,478.1
12-Sep-14,471.8
11-Sep-14,477.1
10-Sep-14,477.3
9-Sep-14,472.7
8-Sep-14,470.4
7-Sep-14,479.7
6-Sep-14,481.3
5-Sep-14,477.6
4-Sep-14,489.2
3-Sep-14,474
2-Sep-14,476.8
1-Sep-14,485.8
31-Aug-14,483.4
30-Aug-14,499
29-Aug-14,507.5
28-Aug-14,507.8
27-Aug-14,511
26-Aug-14,508.4
25-Aug-14,502.5
24-Aug-14,507.3
23-Aug-14,500.1
22-Aug-14,515.6
21-Aug-14,515.9
20-Aug-14,517
19-Aug-14,490.3
18-Aug-14,478.2
17-Aug-14,501.3
16-Aug-14,527.2
15-Aug-14,506.2
14-Aug-14,510
13-Aug-14,549
12-Aug-14,566
11-Aug-14,572.5
10-Aug-14,580
9-Aug-14,583.3
8-Aug-14,586.4
7-Aug-14,582.3
6-Aug-14,577.5
5-Aug-14,575
4-Aug-14,581.1
3-Aug-14,582.1
2-Aug-14,587.8
1-Aug-14,594.9
31-Jul-14,579
30-Jul-14,551
29-Jul-14,575
28-Jul-14,586.4
27-Jul-14,590.5
26-Jul-14,594
25-Jul-14,598
24-Jul-14,600.3
23-Jul-14,617.2
22-Jul-14,612.6
21-Jul-14,619.8
20-Jul-14,618.9
19-Jul-14,625.3
18-Jul-14,627.5
17-Jul-14,627.6
16-Jul-14,621
15-Jul-14,620.9
14-Jul-14,622.4
13-Jul-14,624
12-Jul-14,626
11-Jul-14,625.5
10-Jul-14,610
9-Jul-14,620.2
8-Jul-14,618.5
7-Jul-14,624
6-Jul-14,633.3
5-Jul-14,630
4-Jul-14,632.2
3-Jul-14,643.6
2-Jul-14,647.9
1-Jul-14,650.8
30-Jun-14,640
29-Jun-14,603.7
28-Jun-14,600.1
27-Jun-14,606.2
26-Jun-14,577.9
25-Jun-14,568.1
24-Jun-14,587.3
23-Jun-14,599.3
22-Jun-14,607.8
21-Jun-14,601.6
20-Jun-14,601
19-Jun-14,602
18-Jun-14,611.5
17-Jun-14,614.3
16-Jun-14,580
15-Jun-14,571
14-Jun-14,554.4
13-Jun-14,582.6
12-Jun-14,590
11-Jun-14,637.1
10-Jun-14,653.6
9-Jun-14,653.7
8-Jun-14,662.3
7-Jun-14,663
6-Jun-14,655
5-Jun-14,663.3
4-Jun-14,652.3
3-Jun-14,682.9
2-Jun-14,669.5
1-Jun-14,646.5
31-May-14,635.6
30-May-14,629
29-May-14,573
28-May-14,577
27-May-14,570
26-May-14,575
25-May-14,566.2
24-May-14,502.3
23-May-14,509.5
22-May-14,502.3
21-May-14,477.6
20-May-14,476
19-May-14,439
18-May-14,438.8
17-May-14,442
16-May-14,442.3
15-May-14,442
14-May-14,444
13-May-14,437.3
12-May-14,440
11-May-14,432
10-May-14,451.1
9-May-14,446
8-May-14,442.8
7-May-14,438
6-May-14,430
5-May-14,427
4-May-14,430.9
3-May-14,440.5
2-May-14,453.5
1-May-14,459
30-Apr-14,448.3
29-Apr-14,434
28-Apr-14,448
27-Apr-14,441.5
26-Apr-14,459
25-Apr-14,460
24-Apr-14,497.5
23-Apr-14,490.2
22-Apr-14,488
21-Apr-14,497
20-Apr-14,512.5
19-Apr-14,505
18-Apr-14,490.5
17-Apr-14,500.7
16-Apr-14,522.3
15-Apr-14,515
14-Apr-14,459
13-Apr-14,404.2
12-Apr-14,415
11-Apr-14,416.3
10-Apr-14,370
9-Apr-14,442.5
8-Apr-14,448.8
7-Apr-14,454.2
6-Apr-14,453.7
5-Apr-14,460.8
4-Apr-14,450
3-Apr-14,448.8
2-Apr-14,443.3
1-Apr-14,482.8
31-Mar-14,452
30-Mar-14,464.1
29-Mar-14,491.9
28-Mar-14,497.4
27-Mar-14,498.5
26-Mar-14,595
25-Mar-14,582
24-Mar-14,590
23-Mar-14,566.2
22-Mar-14,560
21-Mar-14,568.8
20-Mar-14,583.5
19-Mar-14,611
18-Mar-14,618.4
17-Mar-14,624.3
16-Mar-14,635
15-Mar-14,641.6
14-Mar-14,630
13-Mar-14,642
12-Mar-14,650
11-Mar-14,615
10-Mar-14,615
9-Mar-14,621
8-Mar-14,614.1
7-Mar-14,621
6-Mar-14,663
5-Mar-14,675
4-Mar-14,668
3-Mar-14,658
2-Mar-14,560.6
1-Mar-14,568.2
28-Feb-14,565
27-Feb-14,579
26-Feb-14,582
25-Feb-14,515
24-Feb-14,562.4
23-Feb-14,619
22-Feb-14,595.2
21-Feb-14,568
20-Feb-14,578.9
19-Feb-14,630.4
18-Feb-14,628
17-Feb-14,663.8
16-Feb-14,608
15-Feb-14,653.4
14-Feb-14,682
13-Feb-14,634.3
12-Feb-14,685
11-Feb-14,658.9
10-Feb-14,706.3
9-Feb-14,710
8-Feb-14,690
7-Feb-14,720
6-Feb-14,771.6
5-Feb-14,791
4-Feb-14,813
3-Feb-14,810
2-Feb-14,812.3
1-Feb-14,814.6
31-Jan-14,800
30-Jan-14,803.9
29-Jan-14,800
28-Jan-14,795
27-Jan-14,760.3
26-Jan-14,809.7
25-Jan-14,810
24-Jan-14,781.9
23-Jan-14,816.2
22-Jan-14,807
21-Jan-14,810
20-Jan-14,823.4
19-Jan-14,830
18-Jan-14,800
17-Jan-14,789
16-Jan-14,824
15-Jan-14,839.7
14-Jan-14,826.9
13-Jan-14,818.4
12-Jan-14,888.1
11-Jan-14,896.9
10-Jan-14,834.7
9-Jan-14,850
8-Jan-14,828.5
7-Jan-14,791
6-Jan-14,934.5
5-Jan-14,904
4-Jan-14,801.8
3-Jan-14,812.1
2-Jan-14,775
1-Jan-14,740.3
31-Dec-13,727.7
30-Dec-13,737.2
29-Dec-13,714.3
28-Dec-13,701
27-Dec-13,718.9
26-Dec-13,740
25-Dec-13,693.65
24-Dec-13,647.3
23-Dec-13,640.4
22-Dec-13,622.1
21-Dec-13,607.7
20-Dec-13,599
19-Dec-13,702
18-Dec-13,551.4
17-Dec-13,731.9
16-Dec-13,704.8
15-Dec-13,864.9
14-Dec-13,897.9
13-Dec-13,912.6
12-Dec-13,900.5
11-Dec-13,921.8
10-Dec-13,1023
9-Dec-13,935.8
8-Dec-13,730
7-Dec-13,800.6
6-Dec-13,872.6
5-Dec-13,1030.6
4-Dec-13,1145
3-Dec-13,1048
2-Dec-13,998.1
1-Dec-13,955
30-Nov-13,1112.4
29-Nov-13,1107.5
28-Nov-13,1010
27-Nov-13,948
26-Nov-13,849.6
25-Nov-13,782.8
24-Nov-13,813.7
23-Nov-13,842.2
22-Nov-13,760
21-Nov-13,700
20-Nov-13,550
19-Nov-13,599
18-Nov-13,585.2
17-Nov-13,473.3
16-Nov-13,435.3
15-Nov-13,400
14-Nov-13,418
13-Nov-13,387.7
12-Nov-13,350.2
11-Nov-13,338.6
10-Nov-13,311.9
9-Nov-13,336.1
8-Nov-13,323.8
7-Nov-13,283.3
6-Nov-13,253.7
5-Nov-13,239.3
4-Nov-13,225.2
3-Nov-13,207.6
2-Nov-13,200.9
1-Nov-13,198.5
31-Oct-13,198.2
30-Oct-13,194.6
29-Oct-13,198.2
28-Oct-13,187.9
27-Oct-13,185.7
26-Oct-13,175.9
25-Oct-13,178.1
24-Oct-13,183.1
23-Oct-13,200.6
22-Oct-13,183.9
21-Oct-13,174.2
20-Oct-13,163.1
19-Oct-13,159.8
18-Oct-13,149.6
17-Oct-13,142.7
16-Oct-13,137.4
15-Oct-13,138.6
14-Oct-13,133
13-Oct-13,130.4
12-Oct-13,126.5
11-Oct-13,125.5
10-Oct-13,125.7
9-Oct-13,125.8
8-Oct-13,124.3
7-Oct-13,123.2
6-Oct-13,121.7
5-Oct-13,121.1
4-Oct-13,121.3
3-Oct-13,116.8
2-Oct-13,99.8
1-Oct-13,125.5
30-Sep-13,123.1
29-Sep-13,125.2
28-Sep-13,124.8
27-Sep-13,123.5
26-Sep-13,123.5
25-Sep-13,123.4
24-Sep-13,122.5
23-Sep-13,122.2
22-Sep-13,122.7
21-Sep-13,122.6
20-Sep-13,122.9
19-Sep-13,124.2
18-Sep-13,126.3
17-Sep-13,126
16-Sep-13,125.1
15-Sep-13,124.6
14-Sep-13,124.1
13-Sep-13,126.5
12-Sep-13,125.8
11-Sep-13,125.4
10-Sep-13,121.5
9-Sep-13,120
8-Sep-13,116.6
7-Sep-13,119.1
6-Sep-13,116.3
5-Sep-13,120.5
4-Sep-13,120.6
3-Sep-13,127.6
2-Sep-13,127.4
1-Sep-13,128.3
